,y_pred,y_ture
20027,0.7804059,0.6795
20028,0.888666,0.6239
20029,0.75478125,0.6695
20030,0.50553066,0.4945
20031,0.7379277,0.6895
20032,0.857812,0.8333
20033,0.5696337,0.5172
20034,0.7732569,0.8483
20035,0.8670436,0.7941
20036,0.75905555,0.8541
20037,0.47937167,0.4874
20038,0.6895801,0.5296
20039,0.5427506,0.5713
20040,0.85454035,0.8686
20041,0.84328616,0.8348
20042,0.6849874,0.6923
20043,0.485122,0.5222
20044,0.80537045,0.743
20045,0.095548734,0.0519
20046,0.8349569,0.8131
20047,0.8280696,0.8365
20048,0.77231085,0.7888
20049,0.8402191,0.823
20050,0.88294905,0.8738
20051,0.8473355,0.8491
20052,0.74094135,0.6834
20053,0.78889084,0.6953
20054,0.8709996,0.7989
20055,0.81944317,0.6935
20056,0.8088741,0.8138
20057,0.67712706,0.649
20058,0.78905284,0.8654
20059,0.74694604,0.869
20060,0.89247924,0.8534
20061,0.6695742,0.6231
20062,0.8572792,0.7942
20063,0.7664103,0.808
20064,0.77403367,0.7935
20065,0.68145746,0.5651
20066,0.7065794,0.6789
20067,0.8702388,0.812
20068,0.8924469,0.8543
20069,0.596778,0.5926
20070,0.6934104,0.717
20071,0.7982009,0.8419
20072,0.7037958,0.6986
20073,0.5168959,0.472
20074,0.5718712,0.6134
20075,0.6090169,0.5397
20076,0.793536,0.7984
20077,0.76330686,0.7838
20078,0.93463534,0.9308
20079,0.4806558,0.4782
20080,0.80966055,0.787
20081,0.4993122,0.5814
20082,0.8221393,0.7953
20083,0.61273044,0.6291
20084,0.85990787,0.7715
20085,0.58226454,0.5419
20086,0.88384694,0.8267
20087,0.67900974,0.6534
20088,0.8789735,0.7974
20089,0.75640595,0.7796
20090,0.84827125,0.8503
20091,0.6932416,0.4724
20092,0.86151016,0.8588
20093,0.48506278,0.5447
20094,0.84116113,0.8299
20095,0.57367253,0.6033
20096,0.6285168,0.6428
20097,0.79914933,0.743
20098,0.74120617,0.7268
20099,0.6868361,0.7153
20100,0.8586316,0.8017
20101,0.6372023,0.6513
20102,0.78223,0.7868
20103,0.74228084,0.6788
20104,0.67974687,0.5455
20105,0.56126934,0.641
20106,0.6708838,0.7349
20107,0.8124139,0.5828
20108,0.5199289,0.3504
20109,0.8732368,0.8567
20110,0.8357479,0.8192
20111,0.5671311,0.4462
20112,0.8126685,0.7048
20113,0.78180826,0.7138
20114,0.6955493,0.6858
20115,0.7456498,0.7688
20116,0.6609276,0.6321
20117,0.6903608,0.6148
20118,0.7588286,0.7547
20119,0.8018217,0.7239
20120,0.8253716,0.7982
20121,0.87166536,0.8373
20122,0.8093791,0.7545
20123,0.82341063,0.752
20124,0.6535267,0.576
20125,0.86150056,0.8637
20126,0.94304204,0.9573
20127,0.79331195,0.832
20128,0.8878158,0.8614
20129,0.8857407,0.8722
20130,0.65251505,0.6986
20131,0.663964,0.5647
20132,0.84063786,0.8106
20133,0.7920521,0.7548
20134,0.9056639,0.8418
20135,0.80732805,0.844
20136,0.86028343,0.8524
20137,0.8584706,0.8982
20138,0.58597887,0.501
20139,0.8299793,0.7428
20140,0.67702705,0.6327
20141,0.8623558,0.9478
20142,0.5176007,0.3661
20143,0.38670084,0.3274
20144,0.8266346,0.7821
20145,0.555941,0.4476
20146,0.90452856,0.8401
20147,0.6664175,0.7381
20148,0.809846,0.8074
20149,0.8399674,0.8444
20150,0.9142535,0.8654
20151,0.5914362,0.6317
20152,0.8460577,0.8227
20153,0.63294595,0.6218
20154,0.55494285,0.5564
20155,0.62785983,0.6648
20156,0.6404198,0.6456
20157,0.623769,0.5866
20158,0.84157526,0.7485
20159,0.3638784,0.4584
20160,0.79676116,0.7356
20161,0.8489013,0.8067
20162,0.5747336,0.5726
20163,0.74375784,0.7451
20164,0.7489065,0.724
20165,0.7480962,0.8687
20166,0.59336364,0.2969
20167,0.923508,0.886
20168,0.5531105,0.4477
20169,0.86899245,0.7445
20170,0.8296884,0.7792
20171,0.6579053,0.6222
20172,0.84672934,0.8032
20173,0.48799115,0.5272
20174,0.75296897,0.8455
20175,0.39497006,0.4554
20176,0.6022855,0.6433
20177,0.6111966,0.6903
20178,0.84250677,0.8016
20179,0.7777761,0.7111
20180,0.8743,0.9087
20181,0.87432754,0.87
20182,0.6809308,0.7339
20183,0.8083601,0.8605
20184,0.8462944,0.7672
20185,0.82185984,0.8303
20186,0.7126725,0.6859
20187,0.8343395,0.7889
20188,0.6957381,0.6219
20189,0.8649203,0.8491
20190,0.7796097,0.781
20191,0.7137334,0.7156
20192,0.8700685,0.8445
20193,0.9145091,0.7642
20194,0.8043003,0.7518
20195,0.7448231,0.8019
20196,0.79451907,0.7554
20197,0.47136497,0.5282
20198,0.87447643,0.8468
20199,0.5312215,0.5384
20200,0.7365845,0.6136
20201,0.6886324,0.4351
20202,0.6945275,0.7987
20203,0.73095953,0.5864
20204,0.807147,0.881
20205,0.8095891,0.7554
20206,0.85655797,0.8323
20207,0.6676076,0.6386
20208,0.8311505,0.6988
20209,0.45427635,0.4627
20210,0.86429536,0.8211
20211,0.8582936,0.5392
20212,0.7050897,0.6407
20213,0.7621953,0.7662
20214,0.22436965,0.278
20215,0.5046977,0.4563
20216,0.4445134,0.3198
20217,0.82311857,0.8473
20218,0.8284227,0.7483
20219,0.60702264,0.6805
20220,0.8451518,0.8111
20221,0.6724824,0.8034
20222,0.6869694,0.6511
20223,0.7642093,0.7524
20224,0.5794505,0.4789
20225,0.72706074,0.7846
20226,0.80588824,0.8513
20227,0.83763355,0.8001
20228,0.89609456,0.8732
20229,0.36392307,0.3591
20230,0.7665062,0.7685
20231,0.8648382,0.7913
20232,0.6141863,0.7128
20233,0.5286083,0.3782
20234,0.8727355,0.8132
20235,0.71572703,0.72
20236,0.5717515,0.4566
20237,0.72286355,0.5967
20238,0.8640879,0.8586
20239,0.74121153,0.5782
20240,0.75980693,0.7811
20241,0.80954754,0.7807
20242,0.49226904,0.4256
20243,0.5465781,0.5773
20244,0.8342716,0.828
20245,0.69703144,0.7597
20246,0.88160354,0.8345
20247,0.87637234,0.6986
20248,0.77926624,0.761
20249,0.64443225,0.6648
20250,0.84910893,0.8121
20251,0.94624496,0.8686
20252,0.69899416,0.7723
20253,0.8140287,0.8089
20254,0.82434213,0.8178
20255,0.83620924,0.7797
20256,0.63953817,0.5484
20257,0.6146423,0.6471
20258,0.88242567,0.8031
20259,0.75554734,0.7309
20260,0.90563107,0.8226
20261,0.81757164,0.8277
20262,0.6518687,0.6272
20263,0.79355437,0.8631
20264,0.79804903,0.7801
20265,0.56867975,0.5067
20266,0.65150875,0.489
20267,0.86021686,0.8525
20268,0.7434968,0.7652
20269,0.67060715,0.7363
20270,0.6531946,0.5967
20271,0.44744292,0.423
20272,0.6839831,0.6389
20273,0.38966015,0.2895
20274,0.8034347,0.8459
20275,0.89236975,0.8895
20276,0.83821917,0.76
20277,0.91822827,0.7965
20278,0.84801424,0.7844
20279,0.75522196,0.5381
20280,0.8932306,0.8219
20281,0.6472488,0.5896
20282,0.7660056,0.8221
20283,0.6323735,0.6632
20284,0.85315174,0.804
20285,0.66935915,0.6114
20286,0.6029767,0.6228
20287,0.37689668,0.3478
20288,0.754936,0.7175
20289,0.9657001,0.6743
20290,0.9153057,0.916
20291,0.955305,0.8928
20292,0.92416966,0.8778
20293,0.87829185,0.7438
20294,0.377945,0.2729
20295,0.5370965,0.5429
20296,0.8280131,0.809
20297,0.61384106,0.6065
20298,0.60143334,0.623
20299,0.7731771,0.5106
20300,0.5492796,0.6048
20301,0.76829785,0.7486
20302,0.7498458,0.7828
20303,0.85732067,0.7643
20304,0.785911,0.8211
20305,0.811812,0.7072
20306,0.53877354,0.5577
20307,0.67972875,0.7121
20308,0.70219207,0.661
20309,0.74986494,0.7212
20310,0.78038913,0.7568
20311,0.71890706,0.8037
20312,0.60685384,0.6527
20313,0.7211015,0.6428
20314,0.7634387,0.7427
20315,0.6268726,0.4884
20316,0.7585539,0.7505
20317,0.67523503,0.6898
20318,0.6194434,0.4958
20319,0.8349058,0.7748
20320,0.40766037,0.4671
20321,0.87726396,0.8731
20322,0.84351367,0.8602
20323,0.6474903,0.5373
20324,0.8033512,0.7758
20325,0.70011455,0.6671
20326,0.69893557,0.5126
20327,0.78889674,0.5664
20328,0.5743714,0.6253
20329,0.6416093,0.5971
20330,0.876918,0.8501
20331,0.61576414,0.5675
20332,0.8876025,0.843
20333,0.6391592,0.7497
20334,0.5209302,0.3867
20335,0.62554145,0.6542
20336,0.38211814,0.2429
20337,0.8949906,0.9027
20338,0.85499984,0.8593
20339,0.9356244,0.8425
20340,0.39518848,0.4733
20341,0.8525354,0.8469
20342,0.7387124,0.6113
20343,0.97365147,0.9139
20344,0.8084432,0.7868
20345,0.6947341,0.6956
20346,0.7321536,0.6388
20347,0.88674635,0.8622
20348,0.56770504,0.5869
20349,0.7026125,0.7679
20350,0.72567344,0.5739
20351,0.7253878,0.5657
20352,0.6755138,0.7196
20353,0.71192855,0.7177
20354,0.7940076,0.8244
20355,0.8010153,0.7803
20356,0.58332956,0.6236
20357,0.75877637,0.6998
20358,0.87795895,0.727
20359,0.84053004,0.8783
20360,0.8055223,0.8662
20361,0.9103123,0.7792
20362,0.78523546,0.819
20363,0.58473,0.5699
20364,0.5569424,0.5169
20365,0.78135645,0.6989
20366,0.62271637,0.5834
20367,0.92003846,0.8592
20368,0.6850034,0.6862
20369,0.9210701,0.9003
20370,0.9066388,0.8741
20371,0.5892956,0.5483
20372,0.90840065,0.8791
20373,0.43917295,0.4663
20374,0.6058991,0.5982
20375,0.6188241,0.4555
20376,0.7072466,0.7406
20377,0.7214341,0.6974
20378,0.7386355,0.6547
20379,0.58462614,0.691
20380,0.9030904,0.8204
20381,0.842816,0.8102
20382,0.58660364,0.6448
20383,0.89388365,0.8332
20384,0.62460804,0.5775
20385,0.8631964,0.7908
20386,0.69617003,0.6194
20387,0.7095801,0.7172
20388,0.68150723,0.6613
20389,0.6920525,0.7462
20390,0.7306014,0.7289
20391,0.7732353,0.7119
20392,0.7791023,0.7968
20393,0.8526855,0.8886
20394,0.61455,0.67
20395,0.44270653,0.5849
20396,0.7720022,0.8582
20397,0.6849393,0.6916
20398,0.8498618,0.8029
20399,0.91857123,0.8644
20400,0.6879074,0.638
20401,0.81871825,0.7621
20402,0.6476033,0.4974
20403,0.8287462,0.7806
20404,0.40857595,0.5204
20405,0.5361527,0.6472
20406,0.8484785,0.8572
20407,0.7819143,0.7702
20408,0.80033845,0.8431
20409,0.8846663,0.7786
20410,0.7125305,0.5018
20411,0.8106915,0.776
20412,0.7667801,0.7025
20413,0.5449646,0.3423
20414,0.92316395,0.8605
20415,0.7998375,0.7965
20416,0.5966748,0.6538
20417,0.823558,0.7128
20418,0.89956915,0.8479
20419,0.8049644,0.7476
20420,0.6055224,0.6312
20421,0.593312,0.7595
20422,0.71393174,0.6683
20423,0.74679095,0.6607
20424,0.5926428,0.6569
20425,0.7480938,0.8448
20426,0.7530595,0.7517
20427,0.73918396,0.7503
20428,0.8399237,0.7383
20429,0.5692433,0.4695
20430,0.7004017,0.6664
20431,0.86584556,0.7973
20432,0.48605454,0.3154
20433,0.8488896,0.8053
20434,0.82025033,0.8139
20435,0.45122424,0.527
20436,0.7977138,0.7128
20437,0.66172314,0.5938
20438,0.8545102,0.8565
20439,0.8303791,0.8437
20440,0.65248966,0.6386
20441,0.5278002,0.5768
20442,0.76044476,0.7371
20443,0.70647657,0.7942
20444,0.79495186,0.8131
20445,0.8590639,0.8634
20446,0.8238889,0.7923
20447,0.7964588,0.5771
20448,0.4261463,0.5233
20449,0.74079835,0.7325
20450,0.66172177,0.5765
20451,0.8196183,0.7848
20452,0.54853606,0.5244
20453,0.79853785,0.8831
20454,0.897867,0.8728
20455,0.6543169,0.5372
20456,0.71690553,0.8426
20457,0.87160575,0.8469
20458,0.8873236,0.9105
20459,0.7250914,0.7568
20460,0.702739,0.5965
20461,0.7067836,0.5783
20462,0.7733311,0.8261
20463,0.8393501,0.8304
20464,0.73430455,0.7143
20465,0.87756073,0.7975
20466,0.6340455,0.6759
20467,0.8559609,0.844
20468,0.37982053,0.4035
20469,0.854347,0.8084
20470,0.5407492,0.5831
20471,0.8517764,0.8138
20472,0.47930062,0.4973
20473,0.7559862,0.7603
20474,0.75308406,0.8239
20475,0.81504875,0.8942
20476,0.5892358,0.5899
20477,0.61137474,0.5893
20478,0.7187889,0.5148
20479,0.45571342,0.4557
20480,0.3945365,0.2952
20481,0.8092326,0.7233
20482,0.75002897,0.7655
20483,0.91443324,0.8566
20484,0.88504696,0.7619
20485,0.58690083,0.7083
20486,0.8218116,0.7856
20487,0.77063525,0.7537
20488,0.8251293,0.7464
20489,0.64856535,0.5758
20490,0.514656,0.5456
20491,0.45933837,0.5229
20492,0.57636476,0.4934
20493,0.8421233,0.7981
20494,0.7661368,0.6604
20495,0.8241617,0.7743
20496,0.8057686,0.755
20497,0.7571414,0.6544
20498,0.7673944,0.8146
20499,0.8620186,0.814
20500,0.64511085,0.6298
20501,0.9097476,0.8074
20502,0.66016775,0.577
20503,0.8321698,0.7441
20504,0.8375578,0.9124
20505,0.8249869,0.8465
20506,0.7957134,0.7426
20507,0.6504596,0.627
20508,0.78963625,0.7965
20509,0.8136318,0.8066
20510,0.63664854,0.6484
20511,0.3387227,0.2786
20512,0.5444335,0.5683
20513,0.70404685,0.6176
20514,0.72095287,0.6546
20515,0.51932657,0.5052
20516,0.7365901,0.721
20517,0.61740124,0.6063
20518,0.8484806,0.8291
20519,0.7441566,0.7168
20520,0.7964567,0.8172
20521,0.84916747,0.7169
20522,0.6365591,0.4975
20523,0.92987436,0.7865
20524,0.87981266,0.826
20525,0.82396454,0.8544
20526,0.817559,0.7169
20527,0.7605557,0.7303
20528,0.549085,0.5104
20529,0.6491222,0.6109
20530,0.62972605,0.761
20531,0.6033504,0.5912
20532,0.69183415,0.7583
20533,0.8707526,0.8546
20534,0.36572453,0.3025
20535,0.84137106,0.8472
20536,0.6925839,0.7035
20537,0.81048477,0.7214
20538,0.7310908,0.7454
20539,0.73499674,0.2794
20540,0.83870804,0.8801
20541,0.595724,0.633
20542,0.5297655,0.6063
20543,0.6902116,0.6449
20544,0.7941658,0.8587
20545,0.8075614,0.8041
20546,0.5085789,0.5464
20547,0.7119269,0.5986
20548,0.8409561,0.7719
20549,0.81763816,0.8571
20550,0.62201166,0.5268
20551,0.73478097,0.7673
20552,0.8059485,0.7558
20553,0.5622071,0.3947
20554,0.7720271,0.7828
20555,0.8167559,0.7408
20556,0.8332181,0.7921
20557,0.77629995,0.7968
20558,0.78065056,0.8365
20559,0.81914353,0.7989
20560,0.8495796,0.7053
20561,0.77199316,0.8141
20562,0.68310815,0.6941
20563,0.7873047,0.8348
20564,0.64270514,0.6809
20565,0.7749291,0.8545
20566,0.80798274,0.7106
20567,0.8151764,0.7545
20568,0.5598612,0.6451
20569,0.81358814,0.7768
20570,0.6423366,0.5812
20571,0.4156696,0.4393
20572,0.8537543,0.6153
20573,0.64248437,0.6291
20574,0.82297534,0.878
20575,0.89563197,0.8371
20576,0.51879877,0.3468
20577,0.84828407,0.8081
20578,0.71183276,0.6676
20579,0.88635206,0.9028
20580,0.8362175,0.7724
20581,0.8187177,0.7175
20582,0.81576663,0.8239
20583,0.89409256,0.8424
20584,0.8306694,0.8661
20585,0.3047201,0.216
20586,0.45313746,0.5117
20587,0.6852507,0.6774
20588,0.44389078,0.4763
20589,0.5571449,0.6815
20590,0.8681616,0.8375
20591,0.7353818,0.757
20592,0.8263683,0.927
20593,0.73927057,0.737
20594,0.4202786,0.4446
20595,0.81652635,0.7569
20596,0.8782085,0.8134
20597,0.7846899,0.7319
20598,0.76044947,0.7949
20599,0.68359435,0.7038
20600,0.88718224,0.7669
20601,0.8767478,0.8717
20602,0.72982734,0.5453
20603,0.86306185,0.903
20604,0.89750046,0.8401
20605,0.57259184,0.4355
20606,0.8458409,0.8377
20607,0.85572505,0.8254
20608,0.72778,0.782
20609,0.84676665,0.791
20610,0.75527567,0.7977
20611,0.6481551,0.5907
20612,0.79820293,0.778
20613,0.8584874,0.7795
20614,0.8621105,0.8077
20615,0.9046296,0.8684
20616,0.5186673,0.4079
20617,0.88748986,0.8263
20618,0.59199274,0.5013
20619,0.9135963,0.8734
20620,0.63663685,0.5732
20621,0.666254,0.7071
20622,0.70781976,0.7702
20623,0.6636095,0.7354
20624,0.6882283,0.7449
20625,0.8187572,0.8309
20626,0.5889716,0.7086
20627,0.65558356,0.6134
20628,0.8792765,0.8624
20629,0.6627869,0.5795
20630,0.57706875,0.4119
20631,0.6273534,0.7219
20632,0.61920226,0.5946
20633,0.85861164,0.8378
20634,0.72872585,0.6923
20635,0.77460086,0.8306
20636,0.86686265,0.7607
20637,0.69871837,0.6729
20638,0.68182474,0.5382
20639,0.61761415,0.8214
20640,0.80971247,0.8404
20641,0.7248444,0.6303
20642,0.80025417,0.8056
20643,0.73478377,0.7668
20644,0.7444496,0.6779
20645,0.5804086,0.665
20646,0.6383179,0.6264
20647,0.9764259,0.8844
20648,0.88651556,0.804
20649,0.8278785,0.8924
20650,0.6848283,0.711
20651,0.72682065,0.7214
20652,0.7515891,0.7764
20653,0.64672416,0.6699
20654,0.87143636,0.8026
20655,0.78098196,0.7892
20656,0.8802185,0.7332
20657,0.79838204,0.7905
20658,0.86964583,0.8079
20659,0.69593835,0.7337
20660,0.49792877,0.5467
20661,0.4329634,0.4566
20662,0.8625529,0.9073
20663,0.35567847,0.2952
20664,0.70851904,0.6391
20665,0.82161826,0.7992
20666,0.87776023,0.8481
20667,0.8638527,0.7802
20668,0.8673398,0.8115
20669,0.8455058,0.8649
20670,0.75433767,0.7953
20671,0.77516925,0.8038
20672,0.5946703,0.7203
20673,0.7772116,0.7644
20674,0.8527095,0.7553
20675,0.62888217,0.5408
20676,0.7090476,0.7251
20677,0.8646201,0.747
20678,0.7135706,0.7836
20679,0.4365324,0.7197
20680,0.7356706,0.7626
20681,0.85795796,0.7717
20682,0.575212,0.6861
20683,0.9126505,0.8704
20684,0.84163696,0.8015
20685,0.8563472,0.8547
20686,0.7172886,0.6393
20687,0.54838455,0.5665
20688,0.85045934,0.8734
20689,0.56871563,0.4458
20690,0.76190853,0.7271
20691,0.8156824,0.7686
20692,0.80805415,0.8368
20693,0.70596087,0.7834
20694,0.6776576,0.6422
20695,0.7784278,0.7735
20696,0.77574825,0.7458
20697,0.67370164,0.691
20698,0.86169755,0.6405
20699,0.6059514,0.5741
20700,0.8073836,0.8701
20701,0.7241444,0.6065
20702,0.7975306,0.6878
20703,0.4775744,0.5382
20704,0.52622867,0.5691
20705,0.33942783,0.2992
20706,0.72223985,0.7345
20707,0.65124124,0.6793
20708,0.7547792,0.84
20709,0.8439941,0.8183
20710,0.702022,0.6968
20711,0.7082802,0.738
20712,0.7908057,0.8354
20713,0.8170876,0.7648
20714,0.8957208,0.8546
20715,0.48129755,0.4523
20716,0.76041335,0.779
20717,0.82303613,0.8235
20718,0.5895225,0.4448
20719,0.87692064,0.8474
20720,0.8244832,0.8539
20721,0.6887918,0.6152
20722,0.70672566,0.692
20723,0.8310627,0.7714
20724,0.75792575,0.7457
20725,0.82400274,0.7764
20726,0.8526949,0.8059
20727,0.887811,0.9
20728,0.68941903,0.7374
20729,0.7945451,0.7693
20730,0.8364765,0.8186
20731,0.72814506,0.7259
20732,0.68268037,0.7156
20733,0.669065,0.4439
20734,0.819891,0.8177
20735,0.7776522,0.519
20736,0.7742113,0.7633
20737,0.6331767,0.6556
20738,0.44237334,0.4011
20739,0.8797816,0.791
20740,0.82886475,0.7967
20741,0.64472383,0.5802
20742,0.67076635,0.6516
20743,0.5269092,0.5613
20744,0.84514356,0.7054
20745,0.75191736,0.7208
20746,0.7012894,0.7055
20747,0.90090716,0.8734
20748,0.81062746,0.754
20749,0.8062709,0.8713
20750,0.61848605,0.5992
20751,0.77639496,0.8269
20752,0.7584144,0.3289
20753,0.55946994,0.5199
20754,0.78438616,0.756
20755,0.6375948,0.6451
20756,0.818026,0.6085
20757,0.4343047,0.2556
20758,0.8302712,0.691
20759,0.8191525,0.8221
20760,0.740347,0.7232
20761,0.6999762,0.78
20762,0.8552894,0.7741
20763,0.4830603,0.5282
20764,0.6730998,0.6553
20765,0.8759666,0.8563
20766,0.4680245,0.6192
20767,0.7164983,0.713
20768,0.80391115,0.8694
20769,0.49347425,0.686
20770,0.7171589,0.6236
20771,0.5837835,0.5853
20772,0.5912694,0.5616
20773,0.5401454,0.6803
20774,0.84157336,0.4053
20775,0.51919854,0.3804
20776,0.893316,0.8183
20777,0.81116843,0.7405
20778,0.7427116,0.6863
20779,0.906712,0.796
20780,0.6411722,0.6159
20781,0.81876504,0.7425
20782,0.8332988,0.8034
20783,0.7505621,0.8069
20784,0.84854,0.7874
20785,0.7781122,0.6582
20786,0.70989496,0.6926
20787,0.77964175,0.7901
20788,0.7895769,0.744
20789,0.86025625,0.8491
20790,0.7964515,0.7642
20791,0.79653674,0.8453
20792,0.82632476,0.7984
20793,0.7844859,0.8201
20794,0.8520141,0.8861
20795,0.89095885,0.8262
20796,0.81102705,0.7171
20797,0.91561925,0.878
20798,0.85816085,0.8186
20799,0.5744375,0.612
20800,0.8637549,0.8431
20801,0.66306084,0.8175
20802,0.6691093,0.6985
20803,0.7455184,0.8583
20804,0.72467446,0.7145
20805,0.8491832,0.7687
20806,0.5315621,0.4077
20807,0.46759975,0.4522
20808,0.8871518,0.8341
20809,0.69258475,0.6893
20810,0.7159388,0.6784
20811,0.7470867,0.7596
20812,0.8545156,0.8144
20813,0.8629064,0.8951
20814,0.8749026,0.8333
20815,0.8461124,0.8198
20816,0.40381745,0.5575
20817,0.6817255,0.6698
20818,0.81443244,0.8353
20819,0.7190347,0.6476
20820,0.8085501,0.8302
20821,0.7416571,0.7818
20822,0.7984871,0.7134
20823,0.87418944,0.8083
20824,0.88258153,0.8094
20825,0.488908,0.3992
20826,0.8398375,0.8791
20827,0.87042797,0.7967
20828,0.6327779,0.5091
20829,0.5798219,0.6448
20830,0.8041658,0.8197
20831,0.7293908,0.7718
20832,0.64842033,0.7021
20833,0.6875099,0.7776
20834,0.7078476,0.7397
20835,0.43094754,0.4355
20836,0.91364616,0.8136
20837,0.8290358,0.8197
20838,0.7279375,0.6879
20839,0.60326207,0.5675
20840,0.7827994,0.6484
20841,0.42884722,0.4444
20842,0.53003365,0.5623
20843,0.5635662,0.579
20844,0.8880337,0.8709
20845,0.86186373,0.9263
20846,0.8909379,0.9004
20847,0.41174865,0.2952
20848,0.88968027,0.776
20849,0.69458526,0.6955
20850,0.83116364,0.8021
20851,0.8728706,0.8367
20852,0.7866302,0.8455
20853,0.8570888,0.834
20854,0.725765,0.7587
20855,0.8873514,0.8469
20856,0.76627284,0.6473
20857,0.7027781,0.7173
20858,0.64220786,0.6611
20859,0.75642604,0.5789
20860,0.650111,0.5551
20861,0.8001332,0.7855
20862,0.8619846,0.8185
20863,0.64465714,0.6937
20864,0.86475796,0.8467
20865,0.5616169,0.632
20866,0.8027882,0.779
20867,0.81096125,0.8454
20868,0.61679804,0.6101
20869,0.7843742,0.7485
20870,0.8214424,0.8358
20871,0.83643013,0.8565
20872,0.87632835,0.8407
20873,0.8147935,0.5198
20874,0.77990335,0.7893
20875,0.8000241,0.7378
20876,0.62655556,0.7351
20877,0.7218424,0.6737
20878,0.56470436,0.5634
20879,0.80500203,0.7998
20880,0.5149057,0.5447
20881,0.8207092,0.7365
20882,0.7724714,0.7756
20883,0.5679263,0.4733
20884,0.90507346,0.8786
20885,0.37504002,0.3037
20886,0.6908325,0.6199
20887,0.57615095,0.5238
20888,0.7935706,0.7603
20889,0.84919107,0.8351
20890,0.8250811,0.6693
20891,0.4426906,0.5153
20892,0.7449691,0.7965
20893,0.7801042,0.7417
20894,0.9021159,0.9065
20895,0.84110284,0.8996
20896,0.6648025,0.6993
20897,0.898202,0.8343
20898,0.57772857,0.5161
20899,0.59399027,0.6143
20900,0.857643,0.8798
20901,0.8317373,0.7818
20902,0.788159,0.7334
20903,0.8836877,0.8415
20904,0.89617956,0.8961
20905,0.8022555,0.8696
20906,0.8680898,0.8379
20907,0.697304,0.7895
20908,0.8828666,0.9014
20909,0.8354859,0.8401
20910,0.7983459,0.8138
20911,0.81092876,0.7597
20912,0.76255757,0.6835
20913,0.8367219,0.7865
20914,0.8128394,0.7826
20915,0.8876071,0.8218
20916,0.40653634,0.4105
20917,0.8733327,0.8784
20918,0.5042,0.4813
20919,0.81039804,0.8098
20920,0.82722276,0.8905
20921,0.8701337,0.8185
20922,0.8718137,0.8736
20923,0.5284655,0.5292
20924,0.85690546,0.8968
20925,0.55350053,0.5766
20926,0.72363955,0.7384
20927,0.74673253,0.7748
20928,0.8016677,0.8059
20929,0.8412568,0.8143
20930,0.92501646,0.9662
20931,0.7267325,0.7272
20932,0.6842947,0.5875
20933,0.7963521,0.7523
20934,0.8492613,0.8724
20935,0.4500763,0.4012
20936,0.76573014,0.7662
20937,0.77998173,0.7903
20938,0.8209898,0.7678
20939,0.61297053,0.6685
20940,0.8169416,0.7588
20941,0.66969347,0.5178
20942,0.8706344,0.7954
20943,0.7577318,0.7055
20944,0.56107765,0.5008
20945,0.8867424,0.8469
20946,0.59228575,0.5232
20947,0.5771663,0.6832
20948,0.7079805,0.6845
20949,0.76889366,0.7743
20950,0.7631022,0.7872
20951,0.5771256,0.8501
20952,0.6054567,0.6382
20953,0.7156964,0.7909
20954,0.40812472,0.4248
20955,0.64451694,0.6986
20956,0.79037994,0.7467
20957,0.8172428,0.8065
20958,0.49069363,0.5034
20959,0.710143,0.7117
20960,0.8929717,0.7624
20961,0.74353784,0.7491
20962,0.8534508,0.831
20963,0.57432085,0.54
20964,0.61330986,0.597
20965,0.88507575,0.8625
20966,0.7543622,0.7351
20967,0.7324655,0.7618
20968,0.6780546,0.8081
20969,0.9351394,0.8484
20970,0.8109211,0.8222
20971,0.63508546,0.7086
20972,0.6644457,0.6831
20973,0.6435325,0.6169
20974,0.8464955,0.8012
20975,0.8769942,0.8441
20976,0.8558087,0.7241
20977,0.8184601,0.8121
20978,0.48048967,0.5725
20979,0.75298333,0.3994
20980,0.8489955,0.7919
20981,0.6877637,0.7142
20982,0.8206351,0.7602
20983,0.8376938,0.8203
20984,0.72731805,0.7233
20985,0.5612277,0.4919
20986,0.5844303,0.6819
20987,0.7893701,0.7962
20988,0.8287776,0.7981
20989,0.8628883,0.8345
20990,0.6286673,0.6197
20991,0.7298815,0.718
20992,0.5049507,0.3416
20993,0.68493825,0.6721
20994,0.6776341,0.8292
20995,0.77120054,0.8137
20996,0.7031389,0.7314
20997,0.6341821,0.6177
20998,0.7862517,0.6963
20999,0.46228755,0.4975
21000,0.8728068,0.8709
21001,0.74759287,0.6502
21002,0.7372248,0.7945
21003,0.78300124,0.8089
21004,0.87977505,0.8409
21005,0.74592334,0.7028
21006,0.6154814,0.6043
21007,0.8504497,0.8071
21008,0.78526604,0.7878
21009,0.63574505,0.637
21010,0.784331,0.7693
21011,0.66022676,0.8376
21012,0.7528724,0.6356
21013,0.77707183,0.8198
21014,0.74229985,0.6384
21015,0.8479923,0.7888
21016,0.71922356,0.685
21017,0.5485325,0.6175
21018,0.87437963,0.869
21019,0.8832533,0.8203
21020,0.6072446,0.5707
21021,0.56236285,0.4861
21022,0.66743666,0.6928
21023,0.702745,0.7281
21024,0.7863429,0.809
21025,0.7270798,0.6742
21026,0.7614957,0.7694
21027,0.8037736,0.7289
21028,0.86114573,0.8694
21029,0.7019701,0.5553
21030,0.6252631,0.6327
21031,0.83702797,0.8648
21032,0.8239947,0.7495
21033,0.71114564,0.8744
21034,0.8829847,0.8471
21035,0.6771578,0.6217
